sentence,label,label_name
"If you like cars you will love this film!<br /><br />There are some superb actors in the film, especially Vinnie Jones, with his typical no nonsense attitude and hardcase appearance.The others are not bad either....<br /><br />There are only two slight flaws to this film. Firstly, the poor plot, however people don't watch this film for the plot. Secondly, the glorification of grand theft auto (car crime). However if people really believe they can steal a Ferrari and get away with it then good look to them, ",1,Positive
"With a well thought out cast, this movie was a great comedic relief. The plot is well-written and the cast was knockout. Every bit as good as the reviews suggested (a rarity) and was highly entertaining. Being a huge John Candy fan myself, this movie was no disappointment.",1,Positive
"What a great actor to have in such an awful story...<br /><br />The film and its production, however, is quite good, even though set in London but with exteriors in Bristol. No matter  see one cathedral, you've seen 'em all, sort of.<br /><br />The story however...is about a man born with the power to wreak death and destruction upon anybody and anything, should he so wish. With just a passing reference to true life instances of telekinesis, the narrative builds a picture of a man misused and misjudged as ",0,Negative
"Gene Hackman gets himself busted out of prison by a nameless government agency who want him for an assassination. It's a given of course that Hackman has the proficient skills for the job.<br /><br />Nobody tells him anything though, he's given as the audience is given bits and pieces of information. That's supposed to be suspenseful, instead it's annoying and boring. <br /><br />Hackman goes through with the mission, but the getaway is messed up and the guy at the top of this mysterious entity orders every",0,Negative
"I don't understand why the other comments focus on McConaughey. He has never been a very interesting film actor. <br /><br />The best part of this movie is the writing and the wit. Alfred Molina and Patrick McGaw make an unusual comic duo, definitely not stock types. Although one can't say their characters are well developed that doesn't make them any less funny.<br /><br />The version I saw was on HDNET and had subtitles for the Spanish dialog, so that was certainly not a problem. The use of Spanish gives ",1,Positive
"Man the ending of this film is so terribly unwatchable and dated that my entire film aesthetics class laughed like crazy. Now most of the rest of the film was okay. It had a few unintentionally funny scenes but had a few real good camera shots and editing. Yes Alderich is a great director who made FLight Of The Phoenix and Whatever Happened TO Baby Jane among others. The problem isn't with direction, acting or anything technical. The movie is just destroyed in the third act. Why? The murders, twists, turns ",0,Negative
"May (Anne Reid) and Toots (Peter Vaughan) are paying an apparently infrequent visit to their son Bobby (Steven Mackintosh) and his family in London. Even as the visit begins, Toots suffers a fatal heart attack, leaving May adrift, unsure, and questioning her life and future. Finding herself attracted to her daughter's boyfriend Darren (Daniel Craig), her actions lead to inevitable consequences.<br /><br />Beautifully filmed, but for all its heralded realism and acclaim, The Mother offers a collection of mos",0,Negative
"Slow and nice images changed one another, with sometimes annoying music (you know Bjork) in background, for the first 75% of the movie. If you did not have enough sleep, that's a good time. <br /><br />But, in the last 20% of the movie director decides to bring idea of re-birth, re-incarnation or else, through S&M images: ""spiritual lovers"" are cutting each others bodies with knives. For me it was very much disturbing and actually changed general impression of blend of abstract art and images of modern Japa",0,Negative
I thought that for a first episode of a first series it did really well. It was really fun and i thought the actors was brilliant. I think it is a crime for anyone to say that is was bad because it looked the right time. i find it really annoying when people say that it wasn't historically correct because it is supposed to be a Saturday night entertainment show not a boring history documentary so i think the costumes and settings were just right. A brilliant start and i am going to love what will come next!,1,Positive
"I am glad to see most other people here don't think much of this movie, either. It has some big names in the cast, but that's it. There is nothing else to recommend, save ogling a few pretty women which you can do in a thousand films.<br /><br />The story involves nothing but unlikable, self-centered, chain-smoking, ""hip"" characters that national film critics all seem to like....and most of the public can't stand. <br /><br />The Oklahoma accents are so fake they are laughable, the southern racist stereotyp",0,Negative
"Decent animation and some workable character development keep this animated horse fable from DreamWorks at least watchable... however it remains somewhat slow paced and the storyline is a bit on the silly side.. It is interesting to see a reversal of the typical cowboys and indian roles, but here it just seems like a nod to political correctness rather than a proper storyline decision. GRADE: C",0,Negative
"I sat glued to the screen, riveted, yawning, yet keeping an attentive eye. I waited for the next awful special effect, or the next ridiculously clichéd plot item to show up full force, so I could learn how not to make a movie.<br /><br />It seems when they set out to make this movie, the crew watched every single other action/science-fiction/shoot-em-up/good vs. evil movie ever made, and saw cool things and said: ""Hey, we can do that."" For example, the only car parked within a mile on what seems like a one ",0,Negative
"I wanted to like this film, I really did. It's got some good actors but ultimately it falls flat. It tries too hard to be funny in some places (the daughters over zealous cooking attempts), over reaches in others (the scene where they clean up someone's yard, so he agrees to join the team) and has some scenes that, while mildly interesting, are really just filler (all the work scene's). And I didn't find the ""villians"" intimidating, or worth hating, so much as I found them to be childishly annoying. <br /><",0,Negative
"It was only when I saw Napoleon Dynamite that I remembered seeing Cracker Bag. Just beautiful sentiment and yet never stooping to being soppy. There is some terrific cinematography and the lead girl is quite brilliant. It captures more than the nostalgia of the time. It has a real heart to it. It is the Achilles wound of childhood that is exquisite and painful. A simple story is always effective when done well. This Glendyn Ivin has a big future and I for one, am looking out for his next project. The follow",1,Positive
The first time i saw it i got half of it but i watched and i knew later on it was about a salem witch trials. They focused on the Sara Good's family. SHE is famous for cursing a priest which came true. In the film it depicts her daughter dorcas and her husband the spirit of Ann Putnam Sara's husband comes to the future hunts this girl to redeem her soul. which does happen at the end of the movie. Dorcas is depict as witch at 5years old who is burned at the stake. Which never happen Ann putnam saves her from,1,Positive
"I made a special effort to see this movie and was totally disappointed with the outcome. On paper, the script seems hopeful, and the choice of actors leaves one with hopes - I liked Pacino in Scent of a Woman and have seen Anny Duperrey and Marthe Keller in several French and other films of the 70s/80s. But I had forgotten how important a part dialogues can play in a film, and in this film they are absolute ..... trash ! The filming locations were also attractive but the hopeless, pretentious and forced dia",0,Negative
"If you are used to seeing Gabriel Byrne in serious roles such as Tom in Millers Crossing or Keaton in The Usual Suspects I recommend you take a look at this film. Even if you are not a fan of Gabriel Byrne in particular, all the actors in this film give really great performances. If you've got about eleven bucks (that is close to nine quid) I say order it online, or rent it from you favorite movie rental place. Guaranteed to make you laugh, whether or not you normally like gangster type movies. Mad Dog Time",1,Positive
"This movie was such a blast! It has that feel-good, yet totally in your face attitude that draws me to a movie. It has a good message (party girl decides she needs a real job) yet she doesn't completely lose all sense of fun. I recommend this movie for anyone who needs some humor, but is also a thinker! :)",1,Positive
"and it did. It is through my experience that when a horror film reaches ""franchise"" status, and subsequent titles are released thereafter, they all, in turn, become stricken by one inevitable factor: irrelevance. Omen IV: The Awakening makes no exception to this rule, featuring another small child supposedly embracing their role as the Anti-Christ, foretold by a religious prophecy. Haven't we seen this before? Wasn't it enough that, over the span of three films prior to this release, we've experienced the r",0,Negative
"""Back of Beyond"" takes place at a dive diner/gas station in the middle of the Australian desert run by Tom McGregor (Paul Mercurio), a shy guy who suddenly finds himself in a spot of trouble when some visitors unexpectedly arrive. We get what, at first, confusingly seems like a flashback in which he and his sister (though their relationship to each other is better understood later in the film) are speeding through the desert on his motorcycle. Afterwards, he appears as a terribly quiet, and sometimes, moody",0,Negative
"It's funny how your life can change in a second... To attend ''The Waterdance'' for the first time it was an unforgettable experience, the way you need to get used to a new way of life it can seem frightening, and to notice that there are other people going by a similar situation it can help you to go on. <br /><br />Eric Stoltz's performances and mainly of Helen Hunt (oh man!, Helen is the purest and graceful woman in earth...) are wonderful, Wesley Snipes also surprises in one of your last serious roles. ",1,Positive
"You got to go and dig those holes. Holes only leaves troble, which makes a movie so good. Disney has done it again.Shia LaBeouf should be nominated for Best Actor for his performance as Stanley Yelnats. He has alredy won the Daytime Emmy for Best Actor in a Comedy Series (Even Stevens). Holes is one of the best movies in 2003.",1,Positive
"An interesting change from the first one. there was more mystery to this movie then the first. Even when it ends your asking yourself what happened who was the killer. There are some good parts through the movie, the first half starts off slow and then in the last half the pace picks up. All up the movie is enjoyable. The story is 22 years after the events that occured in the first film, Norman Bates is out of an asylum and back to the Bates motel, but when a woman turns up claiming to be his real mother, t",0,Negative
"This is the most confronting documentary I have ever seen. It was a simple and breathtaking view of a beautiful idea. Based on photographs of the hidden industrial landscapes centred around the modern industrial growth of China, Edward Burtynsky brings to life confronting issues that we so easily chose to ignore.<br /><br />Taking no political sides, this movie is a neutral moving picture of realities that our western societies chooses not to educate us about - the by-products of economical growth, the exte",1,Positive
"I went into this film expecting it to be similar to The Matrix or Pi. Boy, was I wrong. Yes, there is a poorly written, poorly acted plot in the movie (with CG animated cells and peptides to boot). However, the real focus of the film are the ""expert"" talking heads spewing out new age feel-good hogwash in between plot segments.<br /><br />Sure, it stars off innocently enough. There is a little bit of real quantum physics in the beginning. It states, for example, that electrons exist as both particle and wave",0,Negative
I thought the film was good in parts.the start was exciting .the first 30 minutes of the film were good.the camera angles in the first 30 minutes were strange and i did not like it coz the were they not covering the actors entirely.<br /><br />i think the last 25 minutes of the film were really not that great from which we expect a lot in case of such films.<br /><br />the dialoques did not make sense and i don't think they were very witty.<br /><br />i felt as if they were trying to copy films like phonebo,0,Negative
"Everyone involved with this project should be ashamed as to the result of their efforts. Oh. I laughed a coupe of times , but I laughed a couple of times during Schindler's list also. They really screwed up a good premise.",0,Negative
"BASEketball is one of the funniest movies I have ever seen. It is an off-the-wall movie starring South park creators Matt Stone and Trey Parker.They play two slacker friends who create a sport in their driveway which goes on to become a national sensation. Most of the gags are indeed hilarious but the funniest parts of the movie is when players attempt to ""psyche-out"" other members of the opposing team. There is no rule about what is not allowed, so naturally they do the craziest things possible. One flaw o",1,Positive
"THE BRAIN THAT WOULDN'T DIE was considered so distasteful in 1959 that several cuts and the passage of three years was required before it was released in 1962. Today it is difficult to imagine how anyone could have taken the thing seriously even in 1959; the thing is both lurid and lewd, but it is also incredibly ludicrous in a profoundly bumptious sort of way.<br /><br />The story, of course, concerns a doctor who is an eager experimenter in transplanting limbs--and when his girl friend is killed in a car ",1,Positive
"OK this movie had a terrible premise. Be serious according to the movie they had just been through an apocalyptic war yet they have money to buy huge robots and pit them against each other. Each country decides instead of investing into rebuilding their country they would rather fight with robots no one could afford. Here's a better idea, lets rely on our most inept resource,jocks, to fight our battles. <br /><br />Everyone says what about the director, what about him. He makes a good movie, he makes a bad ",0,Negative
"Gregory Peck's acting was excellent, as one would expect, and the cinematography quite stunning even when playing directly into some melodramatic ""moment."" But, the rest of the film was overacted and hard to watch, for me anyway. I tried to like it, but had to fast-forward through the last thirty minutes or so. I feel I wasted a couple of good hours. Had it not been for Gregory Peck, I wouldn't have lasted fifteen minutes. 4/10.",0,Negative
"It's hard to praise this film much. The CGI for the dragon was well done, but lacked proper modelling for light and shadow. Also, the same footage is used endlessly of the dragon stomping through corridors which becomes slightly tedious.<br /><br />I was amazed to see ""Marcus Aurelius"" in the acting credits, wondering what an ex-Emperor of the Roman Empire was doing acting in this film! Like ""Whoopie Goldberg"" it must be an alias, and can one blame him for using one if he appears in this stinker.<br /><br /",0,Negative
This episode is a bit confusing. Some people say that you have to start from the very beginning but I have to say I was a bit confused from the beginning!<br /><br />Clark gets a blow to the head and wakes up on the floor of Fairview Mental Institution and is made fun of for believing that he's a superhero. Clark is told that the life that he knew was all in his head. Delusional. He also find some things that are unusual: Martha's married to Lionel; Lex is bound to a wheelchair with his limbs cut off after ,1,Positive
"Actor Herman José plays the role of a football of a soccer entrepreneur that acquires the pass of two African players and tries to sell them for very little money to the rival club of the Benfica (club of its heart),FC Porto, therefore these players did not play well, and it wanted that the FC Port was wronged with this. But what happens is that these two players after all are good and FC Porto sell them for much money to a foreign club, making a good business. The film, for a small country as Portugal, wit",1,Positive
"I guess this goes to prove that Joe Don Baker will do anything for a buck. The concept of the film wasn't very good to start with. This movie has so many bad things about it I don't know where to start. The acting is horrible. The cinematography is marginal at best. The soundtrack was pretty bad. The score is terrible. There's a reason why this movie ended up on Mystery Science Theater 3000. I voted before I wrote this and I cannot believe that 9 people actually thought this ""film"" is excellent. They must h",0,Negative
"The Gang of Roses. ""Every rose has its thorns.""<br /><br />A mix of old western and hip hop, blended perfectly together. The clothing styles, the scenery, and the plot are all suited to what the director wanted. <br /><br />Plot - in five years, they robbed twenty-seven banks and then vanished without a trace. Now, a small western town is under siege, and one of the first victims is Rachel's sister. The Rose Gang is ready to ride again. And this time it's personal.<br /><br />Rachel (Michael Calhoun), Chast",1,Positive
Salvage: 4 out of 10. Groundhog Day meets a Christian Coalition horror film. Okay maybe it's not that bad. But it is close.<br /><br />Claire (played by Alicia Silverstonesque Lauren Currie Lewis) is stalked and possibly killed by a serial killer (Chris Ferry who is quite menacing and brutal). I say possibly because she wakes up and it was all a dream.. Or was it? (Cue music)<br /><br />The basic problem with the film is that these fifteen minutes of plot (Done quite well the first time) is repeated over a,0,Negative
"This is a fine drama and a nice change of pace from today's more hectic and loud films. It is another solid based-on-a-true store, which still means much of it could be made up for dramatic purposes. Frankly, I don't know but I liked the story.<br /><br />The story is about a young man back in the Fifties who gets interested in rocketry and wants to enter that field instead of working in the coal mines as everyone else, including his father, does in this West Virginia town. The big problem is the conflict i",1,Positive
"Within the realm of Science Fiction, two particular themes consistently elicit interest, were initially explored in the literature of a pre-cinematic era, and have since been periodically revisited by filmmakers and writers alike, with varying degrees of success. The first theme, that of time travel, has held an unwavering fascination for fans of film, as well as the written word, most recently on the screen with yet another version of the H.G. Wells classic, `The Time Machine.' The second theme, which also",0,Negative
"If you like Star Wars/Trek, come see where they got all their ideas and cinematic devices. It's my top 2 favorite movies of all times, other-worldly-futuristic and psycho-thriller. The intensity of the root material (Shakespeare's ""The Tempest"") is not overshadowed by whizbang gimmickry (a la later Lucas). And just because it was made in 1956, don't assume you can 'see the strings' holding the flying saucer up. This was the first movie where you COULDN'T. Miracle it was made at ""A-movie"" scale, economics an",1,Positive
"This, and ""Hidden fortress"" are the Kurosawa's that are most dear to me. I don't hand out 10's like candy, but this certainly deserved it, if anything. Even though it's quite long (like all Kurosawa's pretty much are) it concurred the problem which bugs me with most of his films; the storyline is often too loose and slowly evolving, containing scenes that are unnecessary or just lenghtened too much without any real purpose to the storyline or the character description. Dodesukaden delivered to me the same e",1,Positive
"I just don't understand why this movie is getting beat-up in here. Jeez. It is mindless, it isn't polished and it is (as I am reading) wasted on some. The cast of this movie plays their characters to the 'T' (If you watched Permanent Midnight and became a Ben Stiller fan then yes you will be disappointed). These are misunderstood, well-intentioned misfits trying to save the city/world with nothing but grit and determination. The problem is they don't realize their limits until the big showdown and that's th",1,Positive
"Wow, not only is this film a ""new lesson in real bad taste,"" but also a lesson in ""real bad film making."" Don't get me wrong, I appreciated the concept of 'Zombie '90: Extreme Pestilence,' but at the same time one must realize when a movie is terrible. In case you missed out on the storyline, the plot of 'Zombie '90' is about a government plane carrying toxic chemicals that so happens to crash into the wilderness, causing the chemicals to spill, turning locals into hideous looking zombies. The next thing yo",0,Negative
"Very heart warming and uplifting movie. Outstanding performance by Alisan Porter (Curly Sue). I saw this movie when it was first released and enjoyed it immensely. I just caught it again on the Mplex channel, and Curly Sue touched my heart again.",1,Positive
"After just finishing the book the same day I watched the movie, I knew what was supposed to happen. I had high expectations of the movie, because of the rating. The only reason I give this movie a 2 out of 10 stars is that it was alright trying to be a movie. I have a couple main points for not liking this movie.<br /><br />********** SPOILERS **********<br /><br />1. The casting. Jack Nicholson barely fits into Jack Torrence's character. Also, I would have NEVER picked Shelly Duvall for Wendy. I pictured W",0,Negative
"A River Runs Through It is based on the true story of two fly fishing brothers, Norman and Paul, (Brad Pitt and Craig Sheffer) whose Reverend father (Tom Skerritt) is a strict man whose two passions are his faith and fly fishing, - and, for him and his sons, there is a fine line between the two. This story describes the slow progression of the brothers' lives and how their lives separate on two different paths. It is a touching movie narrated by the director, Robert Redford, playing the elderly Norman and r",1,Positive
"I went to a prescreening of this film and was shocked how cheesy it was. It was a combination of every horror/thriller cliché, trying to comment on many things including pedophilia, Satan worship, undercover cops, affairs, religion... and it was a mess. the acting was pretty washboard; the kid and the Jesus dude were alright, but apart from them.... Anyways. I admire the effort (though slightly failed) on the attempt at showing the Christian people in a different way...even though they did that, the way it ",0,Negative
"I thought that this movies was a letdown I expected it to be so much better than it was. I am so glad I didn't pay to see this movie and that I didn't sit in a movie theater for this one. Where to begin on this movie, the acting in this movie was average, the humor was terrible and just the overall storyline of this movie wasn't special. I thought that this movie was suppose to be great, but it wasn't more than a cheesy waste of time. I think that the acting in this movie was terrible no of the actors in th",0,Negative
"Don't get me wrong, I love action and revenge flicks, I've seen many of them since I was a kid, including Dolph Lundgren's latest ""The Mechanik"" which is quite good. And Tony Scott certainly know how to use a camera and even might be a genius shooting and editing films.<br /><br />But with ""Man on Fire"" (and even more then with ""Domino""), Scott shows that rather than using his film-making ""genius"" skills intelligently, he uses it puposelessly to show off and compensate a lack of substance that his material ",0,Negative
"Personally, I find the movie to be quite a good watch. It outlines the actual situation of triads in Hong Kong and gives the viewer a glimpse of how triads are organized.<br /><br />Not only that, it also shows the viewer how the Hong Kong police control the triad situation and why the police don't just go all out and wipe out triads.<br /><br />Overall, the movie is rather violent due to the gangland methods of killings & torture. Nevertheless, the movie stays true to the real world, thus the violence on s",1,Positive
"This complete mess of a movie was directed by Bill Rebane, the man partly responsible for the truly infamous anti-classic Monster a-Go Go. As I was nearing the end of The Cold I came to the unbelievable conclusion that this film was in fact even worse than that 60's shocker. The story  such as it is  is about three eccentric millionaires who invite a group of people to their remote mansion to play a series of macabre games. Whoever manages to last the pace and survive to the end will win $1,000,000. It's ",0,Negative
"The movie had so much potential, but due to 70's technology constraints and also a weak script killed the main plot of the film. The book version of the film was much better, and well conceived. If it had been done right in the beginning with sources from the book, it could have been a very cool classic.",0,Negative
"The plot of Corpse Grinders 2 is very much similar to the original Corpse Grinders, what is left that is different from the other film consists of weird aliens.<br /><br />It is my belief that this film would be the #1 worst film on IMDb - if anyone had actually watched it. The plot is disconnected and, in several (way too many) instances, makes absolutely no sense whatsoever. The real wonder here is why in the world was this sequel created to such an unsuccessful and horrendous (but still somewhat better) ",0,Negative
"Sammi, Curr a metal rock god, they tried to stop him, they tried to ban him, the tried to censor his music!! (much like the real life Dee Snider, from Twisted Sister,[Tipper Gore] or Ozzy Osborne) Killed in a fire, Sammi Cure was suppose to play on halloween at his old high school for a dance.. Now Eddie Weinbauer , his #1 fan, and the only one who knew how sammi was, and what he felt (or did he?) Nuke, the d.j. at the local radio station (Gene Simmons) has and gives the only copy of Sammi's last record Edd",1,Positive
One of my favorite scenes is at the beginning when guests on a private yacht decide to take an impromptu swim - in their underwear! Rather risqué for 1931!,1,Positive
"Time spent watching this film was time wasted. I do not dislike science fiction. I do not reject any genre per se, since good work can be done in any genre. This film, however is not good work. I cannot fault the visuals (when not involving alien makeups), and the special effects are impressive. The story was not out-and-out BAD, for a trekkish comic book. But the fx visuals were obviously where all the makers' interest/attention/money went. The direction alternated between sluggish and confusing (one was n",0,Negative
"Generally I don't do minus's and if this site could i would give this movie -3 out of 10 meaning I really hated this movie. I thought Uwe Boll's alone in the dark was the worst i've seen yet but at least i gave it a 2.5 out of 10 in my opinion(Stephen Dorff shooting at nothing made me laugh so i boosted the ratings a bit). Hell if it was if compared to bloodrayne, Bloodrayne would win a Oscar for best movie if they were competing.<br /><br />Now to the plot, this movie is about the BTK killer which is fine ",0,Negative
"Forget that this is a ""B"" movie. Forget that it is in many ways outdated. Instead give writer-director Ida Lupino much deserved credit for addressing a subject which at the time (1950) was taboo in Hollywood. To my knowledge, this was the first film to address the subject of rape and the emotional and mental effects that that crime has upon its victims.<br /><br />Although much of the cast's acting is pedestrian at best, Mala Powers, who at the time was eighteen or nineteen, gives an excellent performance t",1,Positive
"It's sort of hard for me to say it, because I so greatly enjoyed both ""Targets"" and ""Paper Moon"", but I thought ""The Last Picture show"" was a somewhat fascinating but overly self-indulgent film. Its main positive, as far as I'm concerned, is the stunning photography. But for me the film had nothing to offer beyond surface beauty (and a kind of hidden beauty, at that). The characters were very hard to relate to or to care about. Basically you had this very slow pace and this naturalistic style of acting, but",0,Negative
"I was in second grade, 12 years ago. I remember it clearly. We were learning about space. All little kids want to go to space, right? Well, after I saw this, I was so scared to death that I would 'accidentally' get flung into space by some psychotic robot with a one track mind. I had no idea that this was a movie. I thought it was some news program or something. I guess it was my own version of when people were freaked out by the radio program 'War of the Worlds.' So, recently, I get this movie again to wat",0,Negative
"I just blew four dollars renting this movie! Why Alliance Atlantis would promote such a poor excuse for a film is beyond me. But even more surprising was the reasonably good reviews that a couple of Canadian newspaper critics gave this film. I'm tired of our media justifying a film simply because it's Canadian and low budget. It's like they expect Canadian films to be lousy, so they give it a good review regardless.<br /><br />Now about the movie: The acting was below average (with the exception of the lead",0,Negative
"What happens when you give a free man just enough money to trap him into the rat race and watch him squirm? Homeless people answer to no one. They have no mortgages, rent payments or idiot bosses. Homeless people don't have to worry about the IRS or performance reviews or credit card payments. But, give them just enough money to rent an apartment and buy a car and, suddenly, they have to worry about entering the rat race, buying gas for transportation, paying insurance on their car, and working for someone ",0,Negative
"Hmmmm, want a little romance with your mystery? This has it. I think if the romance was ditched this would have made for a better movie. But how could the romance be ditched when the story's borrowed from something called a Harlequin Romance novel, whatever the heck that is. Had the romance been ditched, the story might have been a little too weak. The mystery here wasn't too bad, quite interesting but nothing on the level of Mission Impossible international espionage. Oh well. I thought Mel Harris was pret",1,Positive
"This movie was one of the worst I've ever seen. Pure drivel. How anyone could develop a connection with the heroine, or have empathy for her, is beyond me. I felt I was watching a case history of a schizoid individual with borderline personality disorder. Just terrible.<br /><br />In its most generous light, this can be seen as an attempt at producing and ""art"" film - except I could not, for the life of me, find any art in it at all.<br /><br />If this woman had lived in todays' world, she would have been w",0,Negative
"What a dog of a movie. Noni Hazelhurst's performance is quite good, but it sits amidst a jungle of abhorrent scriptwriting, mediocre direction and wooden acting from the bulk of the cast. Many of the characters are woefully miscast, particularly the ever overrated Colin Friels.<br /><br />Very little works in this pretentious garbage. Much of the ""character development"" is done through a silly, angst-ridden voice over and frequently completely contradicts the behaviour of characters on-screen. In fact, it's",0,Negative
"Even though an animated film it really bored everyone under at least 6.<br /><br />As a grown up who grew up in an area with wild horses and native americans, it felt this was a combination of PC mixed in with too many fantasy films created by people who never lived in the area they filmed about. Talk to those who have lived on horse back, most treat their animals like family members, regardless of background. Regardless of background we have dealt with good and bad breakers of wild horses. I had to explain",0,Negative
"Walking the tightrope between comedy and drama is one of the toughest acts in cinema. How do you get laughs out of other people's misery and not start feeling bad when it goes on too long?<br /><br />Well, this surprising little gem of a movie will deliver great big laughs, beautiful scenery, and quite a good buzz as well. I particularly like the concept that a trick of history made alcohol legal since white Europeans liked it, and marijuana illegal, since 'those other races' used it...undoubtedly true and ",1,Positive
"Spielberg's first dramatic film is no let-down. It's a beautifully made film without any flaws about the life of an African-American woman. It also proves that not all movies that have the African-American ethnicity as the center of the story have to be helmed by an African-American director.<br /><br />What I love about this movie is Spielberg's ability to make it very realistic despite the fact that it was based on a book. Furthermore, Danny Glover was excellent as Mr. And usually, he's just himself throu",1,Positive
I really enjoyed Girl Fight. It something I could watch over and over again. The acting was Fantastic and i thought Michelle Rodriguez did a good job in the film. Very convincing might I say. The movie is showing how women should stand up for what they want to do in life. She had so much compassion and yet so much hate at the same time. Dealing with a ignorant dad didn't really help her much. Even though he loved her he was really hateful. Her mother died when she was younger and that also put some sadness ,1,Positive
"A great storyline with a message. Joan Plowright is superb as ""Phoebe"", Mike Kopsa is hilarious as ""coach"" and Richard de Klerk plays the role of ""Carmine"" superbly. Mischa Barton as ""Frankie"" puts in a good performance and Ingrid as ""Hazel"" plays her first lead extremely well. This film is superbly directed by Jo-Beth Williams. The editing is first rate.",1,Positive
"don't expect much from this film. In many ways this film resembles a film that Doris Day starred in in 1956,title, Julie. In this film Doris,who was a flight attendant,stewardess,in those days,landed the air craft after her derange husband,played by Louis Jordan shot the captain. She did a far better job,more convincing,than Kim Ojah,who took control of a 747 and manage to land it without much help from the control tower. I know a little about 747 aircraft,i use to be a flight attendant myself. Like i said,",0,Negative
"Unfortunately for Sarah Silverman this show doesn't compliment her at all.The character isn't even remotely likable and it's not a situation where you think ""oh she's such i b*tch i love her"" just ""she's such a b*tch"".This character is just a plain old self righteous, mean, b*tch.Sarah seems to struggle to have to carry this show because she's the only semi funny one in it.The mood, the dialogue it's all so damn boring and dry it's like listening to your grandpa go on and on about the marbles he collected a",0,Negative
"In this installment of the series, Edmund Blackadder is stuck in the Regency period in Britain (during the later portion of George III's rule). This time, Blackadder's prospects are much poorer--as instead of royalty, he's a servant to the very, very thick George IV (the price regent). Unlike the historical accounts of George IV, this one is about as bright as a tomato and as a result, Blackadder's able to take advantage of him and scheme to his heart's content. The only major difference in style between th",1,Positive
"Exquisite comedy starring Marian Davies (with the affable William Haines). Young Peggy arrives in Hollywood seeking stardom. Cameo performances showcase ""all the stars in MGM's heaven"" in the famous commissary scene, plus lots of vintage film making detail for the scholar. Pic also captures for posterity Davies' famous, wickedly sarcastic impersonations of the top stars of the day (her Swanson is a beaut!).<br /><br />""Peggy,"" even catches herself as she encounters the famous star Marian Davies at tennis, t",1,Positive
"I suppose many people comment/review their first movie on IMDb because the movie was spectacular or horrible -- I'm writing due to the latter.<br /><br />I was excited for the sequel to ""Wargames"" .. I thought the original was quite good considering its time period and content, I felt it was worth watching more than once. This being 2008, I had high hopes for what they would do with this film. Computers, Gaming, Terror, Military over-zealousness have all grown so much since the time of the first film, and """,0,Negative
"Easily one of the ten best movies of the 20th century. In Cold Blood is brilliant in the simplicity and realism of its storytelling, and absolutely riveting.<br /><br />Robert Blake walks away with the film. The story seems to be presented almost entirely from Perry's viewpoint, despite Dick being the leader and planner of the pair. The viewer will invariable perceive Dick as being more unstable, immature, and generally feel like Perry would not have been pulled into this nightmare but for Dick and his need",1,Positive
"I have, ""Things to Come,"" on D.V.D. and it's very clear compared to my VHS version. The audio is fair, but can be hard to understand at times. <br /><br />I liked the movie so much that I searched for a copy of the book and found it.It gave details of why some things happened. The best things about the movie are the small things that I didn't notice at first. Such as, John Cabal playing with a toy airplane at a Christmass party, like it was a dive bomber, out dateing sea power by naming a battleship,""Dinosu",1,Positive
"I have lost count of how many reviews I've written on Slaughter High. I've read a lot of bad ones and I will say right now this is a fantastic movie. Simon Scuddamore made his fame in a short time for his well known suicide, and even though this was his only film, he is what made the movie so great. At first I did not know anything about Simon until I read a review about his suicide. Then I found out due to the current webpage at www.IMDb.com he was born in 1957, in Dayton, Ohio. Simon may have played the m",1,Positive
"I watched this in July and even with the Christmas theme, found it touching and sensitive. It is not for someone with a reality-mind as it is full of fantasy and lovely moments that sometimes don't make sense. William Russ did a grand job as Hank. I have only seen him in the remake of The Long, Hot Summer where he played a weak character. But in this one, the expression in his eyes throughout, as Hank considered the things that were happening to him, was wonderful and tender. Valerie Bertinelli was excellen",1,Positive
"This was playing at our theater in Amsterdam and the film we wanted to see was sold-out so we went to this, not knowing anything about it other than it was a documentary about the planet. We were very happy at our misfortune as this was a very powerful film about life and the delicate balance we all share with the rest of the inhabitants of Earth. This film has some of the most breathtaking photography I have ever seen in a film and took me places from deserts to oceans to rain forests and displayed things ",1,Positive
"This movie is so stupid it simply goes around the corner and becomes ridiculous. I wanted to watch ""Darkness falls"" actually and thought that this was the movie. Boy, what a mistake! I fast-forwarded as much as I could and still I couldn't get rid of the boring moments. I just envy the people who was paid to play in or work on this movie. They were actually given money for this crap. Isn't that amazing? I mean in this movie a man gets killed and chopped in a wood-grinder to little bloody pieces and few minu",0,Negative
"Now here is a film that if made in Australia would have easily been a comedy. Sadly and annoyingly, here it is, flaccid and cheesy and overbaked from Lala land. How did the di-erector get it so wrong? Well, mainly by being serious about a job so hilariously startling that nobody in their right mind could take seriously. Unless of course they were a nerdy lonely gay cliché (but somehow cute)...or is that cliché piled upon cliché. No value in the story that almost seems like a prequel to Gus Van Sant's GERRY.",0,Negative
"This movie is a very poor attempt to make money using a classical theme. I used to love Superman movies, but this one made me want to shoot myself. Very poor acting, outrageous special effects, and a plot equal to zero. To summarize : Superman leaves earth, because scientists discovered pieces of his home planet, some were in space (duh) , doesn't tell his girlfriend anything before leaving (duh again), takes off in a spaceship (?!?),comes back i think 5 years later, and look forward to hooking up with his ",0,Negative
